shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
,10.1007/s10462-024-10804-4,https://doi.org/10.1007/s10462-024-10804-4,Noise suppression zeroing neural network for online solving the time-varying inverse kinematics problem of four-wheel mobile manipulators with external disturbances,Zhongbo Sun; Yanpeng Zhou; Shijun Tang; Jun Luo; Bo Zhao,2024,Artificial Intelligence Review,journal-article,Springer Science and Business Media LLC,57,8,,211,25,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 266, ""api_score"": 25.960579, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 265}]"
,10.1007/s11071-023-08926-5,https://doi.org/10.1007/s11071-023-08926-5,Prescribed-time control of four-wheel independently driven skid-steering mobile robots with prescribed performance,Meng Ge; Hong-ze Xu; Qi Song,2023,Nonlinear Dynamics,journal-article,Springer Science and Business Media LLC,111,22,20991-21005,,22,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 172, ""api_score"": 28.027145, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 171}]"
,10.1016/j.mechmachtheory.2021.104634,https://doi.org/10.1016/j.mechmachtheory.2021.104634,Fractional robust finite time control of four-wheel-steering mobile robots subject to serious time-varying perturbations,Liquan Jiang; Shuting Wang; Yuanlong Xie; Sheng Quan Xie; Shiqi Zheng; Jie Meng,2022,Mechanism and Machine Theory,journal-article,Elsevier BV,169,,104634,104634,22,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 285, ""api_score"": 25.669907, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 284}]"
,10.3390/mi10090598,https://doi.org/10.3390/mi10090598,A Gas Mixture Prediction Model Based on the Dynamic Response of a Metal-Oxide Sensor,Wei-Chih Wen; Ting-I Chou; Kea-Tiong Tang,2019,Micromachines,journal-article,MDPI AG,10,9,598,,20,10,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 214, ""api_score"": 22.557177, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 213}]"
,10.1063/1.5063375,https://doi.org/10.1063/1.5063375,Precise gas discrimination with cross-reactive graphene and metal oxide sensor arrays,Chen Shi; Huixian Ye; Hui Wang; Dimitris E. Ioannou; Qiliang Li,2018,Applied Physics Letters,journal-article,AIP Publishing,113,22,,222102,19,10,embedded_environmental_sensing,"[""embedded_environmental_sensing""]",False,False,True,metadata_candidate,embedded_environmental_sensing,"[""gas"", ""sensor""]",1,"[{""query_id"": ""Q05"", ""query_rank"": 258, ""api_score"": 22.042334, ""raw_file"": ""raw_crossref\\Q05_gas_sensor_calibration.json"", ""raw_item_index"": 257}]"
,10.1109/yac.2017.7967443,https://doi.org/10.1109/yac.2017.7967443,Implementation of a four-wheel drive agricultural mobile robot for crop/soil information collection on the open field,Zhengqiang Fan; Quan Qiu; Zhijun Meng,2017,2017 32nd Youth Academic Annual Conference of Chinese Association of Automation (YAC),proceedings-article,IEEE,,,408-412,,19,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 327, ""api_score"": 25.139116, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 326}]"
,10.1177/0954406217723363,https://doi.org/10.1177/0954406217723363,Autonomous path following by fuzzy adaptive curvature-based point selection algorithm for four-wheel-steering car-like mobile robot,S Ghaffari; MR Homaeinezhad,2017,"Proceedings of the Institution of Mechanical Engineers, Part C: Journal of Mechanical Engineering Science",journal-article,SAGE Publications,232,15,2655-2665,,18,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 228, ""api_score"": 26.694466, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 227}]"
,10.1109/iros.2009.5354823,https://doi.org/10.1109/iros.2009.5354823,"Concept of a novel four-wheel-type mobile robot for rough terrain, RT-Mover",Shuro Nakajima,2009,2009 IEEE/RSJ International Conference on Intelligent Robots and Systems,proceedings-article,IEEE,,,3257-3264,,17,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 157, ""api_score"": 28.3839, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 156}]"
,10.23919/chicc.2017.8028131,https://doi.org/10.23919/chicc.2017.8028131,Backstepping based trajectory tracking control for a four-wheel mobile robot with differential-drive steering,Yuyao Hao; Jian Wang; Sergey A. Chepinskiy; Aleksandr J. Krasnov; Shirong Liu,2017,2017 36th Chinese Control Conference (CCC),proceedings-article,IEEE,,,4918-4923,,16,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 29, ""api_score"": 34.33265, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 28}]"
,10.1109/iros.2008.4650645,https://doi.org/10.1109/iros.2008.4650645,Adaptive control of four-wheel-steering off-road mobile robots: Application to path tracking and heading control in presence of sliding,C. Cariou; R. Lenain; B. Thuilot; P. Martinet,2008,2008 IEEE/RSJ International Conference on Intelligent Robots and Systems,proceedings-article,IEEE,,,1759-1764,,15,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 250, ""api_score"": 26.207432, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 249}]"
,10.1109/iros.2006.282358,https://doi.org/10.1109/iros.2006.282358,Trajectory and Spline Generation for All-Wheel Steering Mobile Robots,Thomas Howard; Alonzo Kelly,2006,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,proceedings-article,IEEE,,,4827-4832,,14,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 387, ""api_score"": 24.613392, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 386}]"
,10.23919/acc50511.2021.9482816,https://doi.org/10.23919/acc50511.2021.9482816,Safe Predictive Control of Four-Wheel Mobile Robot with Independent Steering and Drive,Aliasghar Arab; Ilija Hadzic; Jingang Yi,2021,2021 American Control Conference (ACC),proceedings-article,IEEE,,,2962-2967,,12,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 1, ""api_score"": 45.585186, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 0}]"
,10.1109/ecmr.2017.8098670,https://doi.org/10.1109/ecmr.2017.8098670,Path tracking of a four-wheel steering mobile robot: A robust off-road parallel steering strategy,Mathieu Deremetz; Roland Lenain; Adrian Couvent; Christophe Cariou; Benoit Thuilot,2017,2017 European Conference on Mobile Robots (ECMR),proceedings-article,IEEE,,,1-7,,12,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 8, ""api_score"": 39.731052, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 7}]"
,10.37394/23202.2023.22.61,https://doi.org/10.37394/23202.2023.22.61,Adaptive Fuzzy Control of a Four-Wheeled Mobile Robot Subject to Wheel Slip,Zenon Hendzel; Maciej Trojnacki,2023,WSEAS TRANSACTIONS ON SYSTEMS,journal-article,World Scientific and Engineering Academy and Society (WSEAS),22,,602-612,61,11,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 166, ""api_score"": 28.088581, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 165}]"
,10.1109/icra46639.2022.9812445,https://doi.org/10.1109/icra46639.2022.9812445,Anti-collision Static Rotation Local Planner for Four Independent Steering Drive Self-reconfigurable Robot,Lim Yi; Anh Vu Le; A.A. Hayat; K. Elangovan; K. Leong; A. Povendhan; M.R. Elara,2022,2022 International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,5835-5841,,11,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 283, ""api_score"": 25.684765, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 282}]"
,10.1109/robio.2006.340256,https://doi.org/10.1109/robio.2006.340256,A Motion Controller for Compliant Four-Wheel-Steering Robots,Pedro F. Santana; Carlos Candido; Vasco Santos; Jose Barata,2006,2006 IEEE International Conference on Robotics and Biomimetics,proceedings-article,IEEE,,,532-537,,11,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 414, ""api_score"": 24.35104, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 413}]"
,10.1109/icarcv.2008.4795549,https://doi.org/10.1109/icarcv.2008.4795549,A vision-based intelligent path following control of a four-wheel differentially driven skid steer mobile robot,V. Nazari; M. Naraghi,2008,"2008 10th International Conference on Control, Automation, Robotics and Vision",proceedings-article,IEEE,,,378-383,,10,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 226, ""api_score"": 26.724205, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 225}]"
,10.1016/j.conengprac.2024.106076,https://doi.org/10.1016/j.conengprac.2024.106076,Comparative study of adaptive trajectory tracking controller for four-wheel mobile robot with prescribed-prediction performance,Lei Liu; Hui Pang; Sitian Yang; Ruxuan Zuo; Zhaonian He; Minhao Liu,2024,Control Engineering Practice,journal-article,Elsevier BV,152,,106076,106076,9,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 364, ""api_score"": 24.839561, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 363}]"
,10.1109/robio.2009.4913302,https://doi.org/10.1109/robio.2009.4913302,Development of four-wheel-type mobile robot for rough terrain and verification of its fundamental capability of moving on rough terrain,S. Nakajima,2009,2008 IEEE International Conference on Robotics and Biomimetics,proceedings-article,IEEE,,,1968-1973,,9,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,False,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 230, ""api_score"": 26.692799, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 229}]"
,10.3390/electronics11152453,https://doi.org/10.3390/electronics11152453,Dynamic Modeling and Simulation of a Four-Wheel Skid-Steer Mobile Robot Using Linear Graphs,Eric McCormick; Haoxiang Lang; Clarence W. de Silva,2022,Electronics,journal-article,MDPI AG,11,15,2453,,8,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 181, ""api_score"": 27.75, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 180}]"
,10.1051/matecconf/202134308003,https://doi.org/10.1051/matecconf/202134308003,Mechatronic Design of a Four-Wheel drive mobile robot and differential steering,Mihai Crenganis; Cristina Biris; Claudia Girjob,2021,MATEC Web of Conferences,journal-article,EDP Sciences,343,,08003,,7,10,four_wheel_steering,"[""four_wheel_steering""]",False,False,True,metadata_candidate,four_wheel_steering,"[""robot"", ""steer""]",1,"[{""query_id"": ""Q07"", ""query_rank"": 28, ""api_score"": 34.70837, ""raw_file"": ""raw_crossref\\Q07_four_wheel_steering.json"", ""raw_item_index"": 27}]"
